channel,waveguide_path_um,expected_delta_z_mm,device_port
b26,13761.59,35.4706,HHI_MMI2x2E1700:o1
b26,14080.22,36.226,HHI_PMTOE1700_500_$c575:o2
b26,14100.31,36.2736,HHI_MMI2x2E1700:o4
b26,14370.04,36.9131,HHI_MMI1x2E1700:o3
b26,14615.96,37.4961,HHI_MMI1x2E1700:o1
b26,14740.96,37.7924,HHI_MMI1x2E1700:o3
b26,14986.87,38.3755,HHI_MMI1x2E1700:o1
b26,14989.62,38.382,HHI_PMTOE1700_500_$c575:o1
b26,14996.87,38.3992,HHI_WGMETxE1700single:o2
b26,14999.62,38.4057,HHI_WGMETxE1700single:o2
b26,15026.27,38.4689,HHI_WGMETxE1700single:o1
b26,15029.02,38.4754,HHI_WGMETxE1700single:o1
b26,15232.78,38.9585,HHI_MMI1x2E1700:o2
b27,0.0,2.8449,HHI_SSCLATE1700_0p0001_1_$3ad2:o1
b27,640.05,4.3623,HHI_SSCLATE1700_0p0001_1_$3ad2:o1
b27,1199.4,5.6884,HHI_SSCLATE1700_0p0001_1_$3ad2:o2
b27,1839.45,7.2059,HHI_SSCLATE1700_0p0001_1_$3ad2:o2
b28,0.0,2.8449,HHI_SSCLATE1700_0p0001_1_$3ad2:o1
b28,640.05,4.3623,HHI_SSCLATE1700_0p0001_1_$3ad2:o1
b28,1199.4,5.6884,HHI_SSCLATE1700_0p0001_1_$3ad2:o2
b28,1839.45,7.2059,HHI_SSCLATE1700_0p0001_1_$3ad2:o2
